5.300150e-07 -5.000000e-01 1.422273e-01
1.030015e-06 -5.000000e-01 1.817920e-01
1.530015e-06 -5.000000e-01 2.208364e-01
2.030015e-06 -5.000000e-01 2.591124e-01
2.530015e-06 -5.000000e-01 2.963766e-01
3.030015e-06 1.171875e-01 3.323919e-01
3.530015e-06 1.562500e-01 3.669293e-01
4.030015e-06 1.953125e-01 3.997693e-01
4.530015e-06 2.343750e-01 4.307029e-01
5.030015e-06 2.734375e-01 4.595334e-01
5.530015e-06 3.085938e-01 4.860775e-01
6.030015e-06 3.476562e-01 5.101663e-01
6.530015e-06 3.789062e-01 5.316468e-01
7.030015e-06 4.101562e-01 5.503822e-01
7.530015e-06 4.414062e-01 5.662535e-01
8.030015e-06 4.687500e-01 5.791597e-01
8.530015e-06 4.960938e-01 5.890187e-01
9.030015e-06 4.960938e-01 5.957679e-01
9.530015e-06 4.960938e-01 5.993642e-01
1.003002e-05 4.960938e-01 5.997849e-01
1.053002e-05 4.960938e-01 5.970273e-01
1.103002e-05 4.960938e-01 5.911089e-01
1.153002e-05 4.960938e-01 5.820673e-01
1.203002e-05 4.960938e-01 5.699601e-01
1.253002e-05 4.960938e-01 5.548642e-01
1.303002e-05 4.960938e-01 5.368756e-01
1.353002e-05 4.960938e-01 5.161087e-01
1.403002e-05 4.960938e-01 4.926957e-01
1.453002e-05 4.960938e-01 4.667854e-01
1.503002e-05 4.960938e-01 4.385425e-01
1.553002e-05 4.960938e-01 4.081467e-01
1.603002e-05 4.960938e-01 3.757912e-01
1.653002e-05 4.960938e-01 3.416819e-01
1.703002e-05 4.804688e-01 3.060357e-01
1.753002e-05 4.531250e-01 2.690791e-01
1.803002e-05 4.218750e-01 2.310474e-01
1.853002e-05 3.906250e-01 1.921822e-01
1.903002e-05 3.593750e-01 1.527309e-01
1.953002e-05 3.242188e-01 1.129442e-01
2.003002e-05 2.890625e-01 7.307513e-02
2.053002e-05 2.500000e-01 3.337733e-02
2.103002e-05 2.109375e-01 -5.896786e-03
2.153002e-05 1.718750e-01 -4.449746e-02
2.203002e-05 1.328125e-01 -8.217922e-02
2.253002e-05 9.375000e-02 -1.187024e-01
2.303002e-05 5.468750e-02 -1.538348e-01
2.353002e-05 1.562500e-02 -1.873530e-01
2.403002e-05 -2.343750e-02 -2.190437e-01
2.453002e-05 -6.250000e-02 -2.487056e-01
2.503002e-05 -1.015625e-01 -2.761499e-01
2.553002e-05 -1.367188e-01 -3.012020e-01
2.603002e-05 -1.718750e-01 -3.237028e-01
2.653002e-05 -2.031250e-01 -3.435091e-01
2.703002e-05 -2.343750e-01 -3.604950e-01
2.753002e-05 -2.617188e-01 -3.745523e-01
2.803002e-05 -2.890625e-01 -3.855918e-01
2.853002e-05 -3.125000e-01 -3.935432e-01
2.903002e-05 -3.359375e-01 -3.983560e-01
2.953002e-05 -3.515625e-01 -3.999995e-01
3.003002e-05 -3.671875e-01 -3.984634e-01
3.053002e-05 -3.828125e-01 -3.937573e-01
3.103002e-05 -3.906250e-01 -3.859112e-01
3.153002e-05 -3.984375e-01 -3.749750e-01
3.203002e-05 -4.023438e-01 -3.610183e-01
3.253002e-05 -4.023438e-01 -3.441297e-01
3.303002e-05 -3.984375e-01 -3.244167e-01
3.353002e-05 -3.945312e-01 -3.020048e-01
3.403002e-05 -3.828125e-01 -2.770363e-01
3.453002e-05 -3.710938e-01 -2.496700e-01
3.503002e-05 -3.554688e-01 -2.200801e-01
3.553002e-05 -3.359375e-01 -1.884547e-01
3.603002e-05 -3.164062e-01 -1.549949e-01
3.653002e-05 -2.929688e-01 -1.199134e-01
3.703002e-05 -2.656250e-01 -8.343344e-02
3.753002e-05 -2.382812e-01 -4.578695e-02
3.803002e-05 -2.070312e-01 -7.213341e-03
3.853002e-05 -1.757812e-01 3.204208e-02
3.903002e-05 -1.406250e-01 7.172968e-02
3.953002e-05 -1.054688e-01 1.115971e-01
4.003002e-05 -7.031250e-02 1.513907e-01
4.053002e-05 -3.125000e-02 1.908575e-01
4.103002e-05 7.812500e-03 2.297465e-01
4.153002e-05 4.687500e-02 2.678104e-01
4.203002e-05 8.593750e-02 3.048071e-01
4.253002e-05 1.289062e-01 3.405014e-01
4.303002e-05 1.679688e-01 3.746662e-01
4.353002e-05 2.070312e-01 4.070844e-01
4.403002e-05 2.460938e-01 4.375496e-01
4.453002e-05 2.812500e-01 4.658682e-01
4.503002e-05 3.203125e-01 4.918602e-01
4.553002e-05 3.554688e-01 5.153601e-01
4.603002e-05 3.867188e-01 5.362186e-01
4.653002e-05 4.179688e-01 5.543030e-01
4.703002e-05 4.492188e-01 5.694983e-01
4.753002e-05 4.765625e-01 5.817079e-01
4.803002e-05 4.960938e-01 5.908541e-01
4.853002e-05 4.960938e-01 5.968788e-01
4.903002e-05 4.960938e-01 5.997436e-01
4.953002e-05 4.960938e-01 5.994303e-01
5.003002e-05 4.960938e-01 5.959410e-01
5.053002e-05 4.960938e-01 5.892978e-01
5.103002e-05 4.960938e-01 5.795429e-01
5.153002e-05 4.960938e-01 5.667385e-01
5.203002e-05 4.960938e-01 5.509658e-01
5.253002e-05 4.960938e-01 5.323253e-01
5.303002e-05 4.960938e-01 5.109355e-01
5.353002e-05 4.960938e-01 4.869323e-01
5.403002e-05 4.960938e-01 4.604685e-01
5.453002e-05 4.960938e-01 4.317123e-01
5.503002e-05 4.960938e-01 4.008467e-01
5.553002e-05 4.960938e-01 3.680678e-01
5.603002e-05 4.960938e-01 3.335842e-01
5.653002e-05 4.726562e-01 2.976151e-01
5.703002e-05 4.453125e-01 2.603893e-01
5.753002e-05 4.179688e-01 2.221435e-01
5.803002e-05 3.828125e-01 1.831210e-01
5.853002e-05 3.515625e-01 1.435699e-01
5.903002e-05 3.164062e-01 1.037417e-01
5.953002e-05 2.812500e-01 6.388968e-02
6.003002e-05 2.421875e-01 2.426732e-02
6.053002e-05 2.031250e-01 -1.487343e-02
6.103002e-05 1.640625e-01 -5.328365e-02
6.153002e-05 1.250000e-01 -9.071907e-02
6.203002e-05 8.593750e-02 -1.269416e-01
6.253002e-05 4.296875e-02 -1.617210e-01
6.303002e-05 3.906250e-03 -1.948360e-01
6.353002e-05 -3.515625e-02 -2.260760e-01
6.403002e-05 -7.031250e-02 -2.552423e-01
6.453002e-05 -1.093750e-01 -2.821495e-01
6.503002e-05 -1.445312e-01 -3.066265e-01
6.553002e-05 -1.796875e-01 -3.285175e-01
6.603002e-05 -2.109375e-01 -3.476835e-01
6.653002e-05 -2.421875e-01 -3.640024e-01
6.703002e-05 -2.695312e-01 -3.773706e-01
6.753002e-05 -2.968750e-01 -3.877030e-01
6.803002e-05 -3.203125e-01 -3.949339e-01
6.853002e-05 -3.398438e-01 -3.990173e-01
6.903002e-05 -3.554688e-01 -3.999272e-01
6.953002e-05 -3.710938e-01 -3.976580e-01
7.003002e-05 -3.828125e-01 -3.922239e-01
7.053002e-05 -3.945312e-01 -3.836595e-01
7.103002e-05 -3.984375e-01 -3.720194e-01
7.153002e-05 -4.023438e-01 -3.573775e-01
7.203002e-05 -4.023438e-01 -3.398270e-01
7.253002e-05 -3.984375e-01 -3.194794e-01
7.303002e-05 -3.906250e-01 -2.964642e-01
7.353002e-05 -3.828125e-01 -2.709277e-01
7.403002e-05 -3.671875e-01 -2.430323e-01
7.453002e-05 -3.515625e-01 -2.129555e-01
7.503002e-05 -3.320312e-01 -1.808884e-01
7.553002e-05 -3.125000e-01 -1.470351e-01
7.603002e-05 -2.890625e-01 -1.116108e-01
7.653002e-05 -2.617188e-01 -7.484072e-02
7.703002e-05 -2.304688e-01 -3.695879e-02
7.753002e-05 -1.992188e-01 1.794119e-03
7.803002e-05 -1.679688e-01 4.117156e-02
7.853002e-05 -1.328125e-01 8.092311e-02
7.903002e-05 -9.765625e-02 1.207960e-01
7.953002e-05 -5.859375e-02 1.605366e-01
8.003002e-05 -2.343750e-02 1.998922e-01
8.053002e-05 1.562500e-02 2.386126e-01
8.103002e-05 5.859375e-02 2.764515e-01
8.153002e-05 9.765625e-02 3.131683e-01
8.203002e-05 1.367188e-01 3.485294e-01
8.253002e-05 1.757812e-01 3.823101e-01
8.303002e-05 2.148438e-01 4.142954e-01
8.353002e-05 2.539062e-01 4.442820e-01
8.403002e-05 2.890625e-01 4.720792e-01
8.453002e-05 3.281250e-01 4.975101e-01
8.503002e-05 3.632812e-01 5.204132e-01
8.553002e-05 3.945312e-01 5.406426e-01
8.603002e-05 4.257812e-01 5.580699e-01
8.653002e-05 4.531250e-01 5.725841e-01
8.703002e-05 4.804688e-01 5.840929e-01
8.753002e-05 4.960938e-01 5.925232e-01
8.803002e-05 4.960938e-01 5.978213e-01
8.853002e-05 4.960938e-01 5.999536e-01
8.903002e-05 4.960938e-01 5.989065e-01
8.953002e-05 4.960938e-01 5.946867e-01
9.003002e-05 4.960938e-01 5.873209e-01
9.053002e-05 4.960938e-01 5.768561e-01
9.103002e-05 4.960938e-01 5.633587e-01
9.153002e-05 4.960938e-01 5.469147e-01
9.203002e-05 4.960938e-01 5.276285e-01
9.253002e-05 4.960938e-01 5.056229e-01
9.303002e-05 4.960938e-01 4.810378e-01
9.353002e-05 4.960938e-01 4.540295e-01
9.403002e-05 4.960938e-01 4.247698e-01
9.453002e-05 4.960938e-01 3.934447e-01
9.503002e-05 4.960938e-01 3.602535e-01
9.553002e-05 4.921875e-01 3.254073e-01
9.603002e-05 4.687500e-01 2.891276e-01
9.653002e-05 4.414062e-01 2.516451e-01
9.703002e-05 4.101562e-01 2.131983e-01
9.753002e-05 3.789062e-01 1.740316e-01
9.803002e-05 3.437500e-01 1.343941e-01
9.853002e-05 3.085938e-01 9.453794e-02
9.903002e-05 2.695312e-01 5.471647e-02
9.953002e-05 2.343750e-01 1.518297e-02
1.000300e-04 1.953125e-01 -2.381114e-02
1.005300e-04 1.562500e-01 -6.201789e-02
1.010300e-04 1.132812e-01 -9.919430e-02
1.015300e-04 7.421875e-02 -1.351040e-01
1.020300e-04 3.515625e-02 -1.695185e-01
1.025300e-04 -3.906250e-03 -2.022190e-01
1.030300e-04 -4.296875e-02 -2.329977e-01
1.035300e-04 -8.203125e-02 -2.616586e-01
1.040300e-04 -1.171875e-01 -2.880197e-01
1.045300e-04 -1.523438e-01 -3.119131e-01
1.050300e-04 -1.875000e-01 -3.331870e-01
1.055300e-04 -2.187500e-01 -3.517062e-01
1.060300e-04 -2.460938e-01 -3.673527e-01
1.065300e-04 -2.773438e-01 -3.800272e-01
1.070300e-04 -3.007812e-01 -3.896489e-01
1.075300e-04 -3.242188e-01 -3.961568e-01
1.080300e-04 -3.437500e-01 -3.995095e-01
1.085300e-04 -3.593750e-01 -3.996855e-01
1.090300e-04 -3.750000e-01 -3.966839e-01
1.095300e-04 -3.867188e-01 -3.905236e-01
1.100300e-04 -3.945312e-01 -3.812439e-01
1.105300e-04 -3.984375e-01 -3.689038e-01
1.110300e-04 -4.023438e-01 -3.535818e-01
1.115300e-04 -4.023438e-01 -3.353752e-01
1.120300e-04 -3.945312e-01 -3.143999e-01
1.125300e-04 -3.906250e-01 -2.907893e-01
1.130300e-04 -3.789062e-01 -2.646934e-01
1.135300e-04 -3.632812e-01 -2.362784e-01
1.140300e-04 -3.476562e-01 -2.057248e-01
1.145300e-04 -3.281250e-01 -1.732270e-01
1.150300e-04 -3.046875e-01 -1.389916e-01
1.155300e-04 -2.812500e-01 -1.032364e-01
1.160300e-04 -2.539062e-01 -6.618875e-02
1.165300e-04 -2.265625e-01 -2.808422e-02
1.170300e-04 -1.953125e-01 1.083485e-02
1.175300e-04 -1.601562e-01 5.032096e-02
1.180300e-04 -1.250000e-01 9.012300e-02
1.185300e-04 -8.984375e-02 1.299879e-01
1.190300e-04 -5.078125e-02 1.696620e-01
1.195300e-04 -1.171875e-02 2.088931e-01
1.200300e-04 2.734375e-02 2.474318e-01
1.205300e-04 6.640625e-02 2.850328e-01
1.210300e-04 1.054688e-01 3.214572e-01
1.215300e-04 1.445312e-01 3.564732e-01
1.220300e-04 1.835938e-01 3.898583e-01
1.225300e-04 2.226562e-01 4.213999e-01
